step	loss
110	-0.10757564008235931
111	-0.096173495054245
112	-0.02524276077747345
113	-0.03264065459370613
114	-0.046149589121341705
115	-0.05807705223560333
116	-0.053057387471199036
117	-0.07588247209787369
118	-0.0493493489921093
119	-0.03732055425643921
120	-0.11066320538520813
121	-0.03139115497469902
122	-0.09689559042453766
123	-0.08909711241722107
124	-0.12586763501167297
125	-0.09824253618717194
126	-0.08265746384859085
127	-0.0717475414276123
128	-0.11838577687740326
129	-0.11768439412117004
130	-0.049521125853061676
131	-0.11736378073692322
132	-0.07054787874221802
133	-0.045832861214876175
134	-0.033566344529390335
135	-0.12400096654891968
136	-0.08989209681749344
137	-0.209028959274292
138	-0.13035908341407776
139	-0.09271218627691269
140	-0.08318343758583069
141	-0.07273242622613907
142	-0.18995268642902374
143	-0.17817436158657074
144	-0.10457217693328857
145	-0.1127864196896553
146	-0.12636904418468475
147	-0.1409500390291214
148	-0.13467586040496826
149	-0.15926514565944672
150	-0.12756657600402832
151	-0.11540581285953522
152	-0.19318348169326782
153	-0.10773787647485733
154	-0.17662987112998962
155	-0.17314323782920837
156	-0.20885133743286133
157	-0.17990899085998535
158	-0.16394555568695068
159	-0.1521642953157425
160	-0.19957643747329712
161	-0.19829131662845612
162	-0.12661229074001312
163	-0.19864673912525177
164	-0.15153932571411133
165	-0.12048372626304626
166	-0.10924941301345825
167	-0.20270001888275146
168	-0.16646766662597656
169	-0.2949187755584717
170	-0.21147748827934265
171	-0.17181111872196198
172	-0.15989983081817627
173	-0.14699378609657288
174	-0.27231866121292114
175	-0.2601643204689026
176	-0.18389107286930084
177	-0.19292178750038147
178	-0.206578329205513
179	-0.2238125056028366
180	-0.21628423035144806
181	-0.24263766407966614
182	-0.20577500760555267
183	-0.1934821456670761
184	-0.2756945490837097
185	-0.18407639861106873
186	-0.25635576248168945
187	-0.2571799159049988
188	-0.2918262481689453
189	-0.261566698551178
190	-0.24522489309310913
191	-0.23257231712341309
192	-0.2807586193084717
193	-0.27888983488082886
194	-0.20369534194469452
195	-0.27992111444473267
196	-0.23252178728580475
197	-0.19512708485126495
198	-0.18492458760738373
199	-0.28139132261276245
200	-0.24303577840328217
201	-0.3807999789714813
202	-0.29258793592453003
203	-0.2509022653102875
204	-0.23660901188850403
205	-0.22124864161014557
206	-0.35467731952667236
207	-0.3421471118927002
208	-0.2632029056549072
209	-0.2730501592159271
210	-0.28678077459335327
211	-0.3066678047180176
212	-0.2978857457637787
213	-0.32600322365760803
214	-0.2839774787425995
215	-0.2715524137020111
216	-0.35819926857948303
217	-0.26040926575660706
218	-0.33607596158981323
219	-0.34121012687683105
220	-0.37479516863822937
221	-0.34321853518486023
222	-0.3264983296394348
223	-0.3129745125770569
224	-0.3619351387023926
225	-0.3594827353954315
226	-0.28077295422554016
227	-0.36118969321250916
228	-0.31349819898605347
229	-0.26976534724235535
230	-0.2605944275856018
231	-0.3600773811340332
232	-0.319598913192749
233	-0.46667540073394775
234	-0.37369298934936523
235	-0.32998815178871155
236	-0.313313364982605
237	-0.2954989969730377
238	-0.43703094124794006
239	-0.42412492632865906
240	-0.3425098657608032
241	-0.35317370295524597
242	-0.36697840690612793
243	-0.3895181119441986
244	-0.3794824182987213
245	-0.40936389565467834
246	-0.36217567324638367
247	-0.34961825609207153
248	-0.44069939851760864
249	-0.33673807978630066
250	-0.41579192876815796
251	-0.42523548007011414
252	-0.4577595293521881
253	-0.42486584186553955
254	-0.40776723623275757
255	-0.3933722972869873
256	-0.44310736656188965
257	-0.4400714635848999
258	-0.3578464984893799
259	-0.44245392084121704
260	-0.39447009563446045
261	-0.3443998694419861
262	-0.3362603187561035
263	-0.43875953555107117
264	-0.3961583077907562
265	-0.5525464415550232
266	-0.4547940492630005
267	-0.4090701639652252
268	-0.390014111995697
269	-0.3697461187839508
270	-0.5193808674812317
271	-0.5060990452766418
272	-0.42181333899497986
273	-0.43329375982284546
274	-0.4471726417541504
275	-0.4723648130893707
276	-0.46107572317123413
277	-0.4927210807800293
278	-0.44037091732025146
279	-0.4276811480522156
280	-0.5231964588165283
281	-0.4130641222000122
282	-0.49550509452819824
283	-0.5092577338218689
284	-0.5407209992408752
285	-0.5065103769302368
286	-0.4890332818031311
287	-0.4737671911716461
288	-0.5242767930030823
289	-0.520657479763031
290	-0.4349173307418823
291	-0.5237153172492981
292	-0.4754389822483063
293	-0.41903194785118103
294	-0.4119236469268799
295	-0.5174391865730286
296	-0.47271528840065
297	-0.6384146213531494
298	-0.5358923673629761
299	-0.4881494641304016
300	-0.4667122960090637
301	-0.44399088621139526
302	-0.6017282009124756
303	-0.5880706310272217
304	-0.5011140704154968
305	-0.5134111642837524
306	-0.527364194393158
307	-0.5552087426185608
308	-0.5426661968231201
309	-0.5760754942893982
310	-0.5185637474060059
311	-0.5057415962219238
312	-0.6056908965110779
313	-0.4893878698348999
314	-0.5752159357070923
315	-0.593277096748352
316	-0.6236798763275146
317	-0.5881522297859192
318	-0.5702967047691345
319	-0.5541594624519348
320	-0.6054436564445496
321	-0.601240873336792
322	-0.5119857788085938
323	-0.604974091053009
324	-0.5564050674438477
325	-0.49366170167922974
326	-0.4875844419002533
327	-0.5961163640022278
328	-0.5492697954177856
329	-0.7242798805236816
330	-0.6169880628585815
331	-0.567226231098175
332	-0.543408215045929
333	-0.5182335376739502
334	-0.6840730309486389
335	-0.6700396537780762
336	-0.5804125666618347
337	-0.5935261249542236
338	-0.6075534224510193
339	-0.6380500793457031
340	-0.6242543458938599
341	-0.6594274640083313
342	-0.5967544317245483
343	-0.5837997794151306
344	-0.6881829500198364
345	-0.5657095313072205
346	-0.6549244523048401
347	-0.6772940158843994
348	-0.7066364288330078
349	-0.6697918176651001
350	-0.6515578031539917
351	-0.6345494389533997
352	-0.6866084337234497
353	-0.6818220019340515
354	-0.5890522003173828
355	-0.6862307786941528
356	-0.6373690366744995
357	-0.5682895183563232
358	-0.5632432699203491
359	-0.6747914552688599
360	-0.6258225440979004
361	-0.8101431131362915
362	-0.6980817317962646
363	-0.6463010907173157
364	-0.6201022863388062
365	-0.5924745202064514
366	-0.7664159536361694
367	-0.7520068883895874
368	-0.659709095954895
369	-0.6736392378807068
370	-0.6877408027648926
371	-0.7208895087242126
372	-0.7058405876159668
373	-0.742777407169342
374	-0.6749433875083923
375	-0.6618562936782837
376	-0.7706732749938965
377	-0.6420295238494873
378	-0.7346314191818237
379	-0.7613089680671692
380	-0.7895911931991577
381	-0.7514296174049377
382	-0.7328171730041504
383	-0.7149378061294556
384	-0.7677714824676514
385	-0.7624017596244812
386	-0.6661168336868286
387	-0.7674857378005981
388	-0.7183310985565186
389	-0.6429159641265869
390	-0.6389005780220032
391	-0.7534651756286621
392	-0.7023736834526062
393	-0.8960044980049133
394	-0.7791738510131836
395	-0.7253742814064026
396	-0.6967948079109192
397	-0.666714072227478
398	-0.8487573862075806
399	-0.8339725136756897
400	-0.7390041351318359
401	-0.7537508010864258
402	-0.7679266929626465
403	-0.8037275075912476
404	-0.7874252796173096
405	-0.826125979423523
406	-0.7531311511993408
407	-0.7399114966392517
408	-0.8531622886657715
409	-0.7183483839035034
410	-0.8143371343612671
411	-0.8453226089477539
412	-0.8725447654724121
413	-0.8330662250518799
414	-0.8140752911567688
415	-0.7953248023986816
416	-0.848933219909668
417	-0.842980146408081
418	-0.7431804537773132
419	-0.8487392663955688
420	-0.7992918491363525
421	-0.7175412178039551
422	-0.7145567536354065
423	-0.8321377635002136
424	-0.7789238095283508
425	-0.9818645715713501
426	-0.8602647185325623
427	-0.8044462203979492
428	-0.773486316204071
429	-0.7409525513648987
430	-0.9310975074768066
431	-0.9159368276596069
432	-0.818297803401947
433	-0.8338609933853149
434	-0.8481111526489258
435	-0.8865638375282288
436	-0.8690086007118225
437	-0.9094730019569397
438	-0.8313174843788147
439	-0.8179653882980347
440	-0.9356498122215271
441	-0.7946658730506897
442	-0.8940414786338806
443	-0.9293347597122192
444	-0.9554967284202576
445	-0.9147012829780579
446	-0.895331859588623
447	-0.8757103681564331
448	-0.93009352684021
449	-0.923556923866272
450	-0.8202426433563232
451	-0.9299914240837097
452	-0.8802509307861328
453	-0.7921651601791382
454	-0.7902113795280457
455	-0.9108089208602905
456	-0.8554726243019104
457	-1.0677231550216675
458	-0.9413540363311768
459	-0.8835168480873108
460	-0.850176215171814
461	-0.8151898384094238
462	-1.0134363174438477
463	-0.9979000687599182
464	-0.8975903987884521
465	-0.9139701128005981
466	-0.9282944798469543
467	-0.9693992137908936
468	-0.9505908489227295
469	-0.9928188920021057
470	-0.9095029830932617
471	-0.8960181474685669
472	-1.0181362628936768
473	-0.8709825277328491
474	-0.9737450480461121
475	-1.0133455991744995
476	-1.038447618484497
477	-0.996335506439209
478	-0.9765874743461609
479	-0.9560948610305786
480	-1.0112528800964355
481	-1.004132866859436
482	-0.8973037004470825
483	-1.0112425088882446
484	-0.961209237575531
485	-0.8667882680892944
486	-0.8658652901649475
487	-0.9894792437553406
488	-0.9320205450057983
489	-1.153580904006958
490	-1.0224425792694092
491	-0.9625865817070007
492	-0.9268656969070435
493	-0.889426589012146
494	-1.0957742929458618
495	-1.0798622369766235
496	-0.9768819808959961
497	-0.9940783977508545
498	-1.008476972579956
499	-1.052233338356018
500	-1.0321720838546753
501	-1.0761638879776
502	-0.9876874685287476
503	-0.9740702509880066
504	-1.1006217002868652
505	-0.9472982883453369
506	-1.0534476041793823
507	-1.097355842590332
508	-1.121397852897644
509	-1.0779685974121094
510	-1.0578423738479614
511	-1.0364787578582764
512	-1.0924115180969238
513	-1.0847082138061523
514	-0.9743642807006836
515	-1.092492938041687
516	-1.0421664714813232
517	-0.9414105415344238
518	-0.9415183663368225
519	-1.0681487321853638
520	-1.0085676908493042
521	-1.239437460899353
522	-1.1035301685333252
523	-1.041655421257019
524	-1.003554105758667
525	-0.9636622071266174
526	-1.1781113147735596
527	-1.1618235111236572
528	-1.0561728477478027
529	-1.0741856098175049
530	-1.0886586904525757
531	-1.1350667476654053
532	-1.1137523651123047
533	-1.1595077514648438
534	-1.0658713579177856
535	-1.0521212816238403
536	-1.1831064224243164
537	-1.0236132144927979
538	-1.1331493854522705
539	-1.181364893913269
540	-1.2043471336364746
541	-1.1596009731292725
542	-1.1390961408615112
543	-1.1168615818023682
544	-1.1735692024230957
545	-1.1652824878692627
546	-1.0514240264892578
547	-1.1737425327301025
548	-1.123123049736023
549	-1.0160322189331055
550	-1.0171706676483154
551	-1.1468174457550049
552	-1.0851141214370728
553	-1.3252933025360107
554	-1.184617042541504
555	-1.1207234859466553
556	-1.0802417993545532
557	-1.0378973484039307
558	-1.2604477405548096
559	-1.2437841892242432
560	-1.135462760925293
561	-1.154292106628418
562	-1.168839454650879
563	-1.217899203300476
564	-1.1953320503234863
565	-1.2428510189056396
566	-1.1440544128417969
567	-1.1301718950271606
568	-1.2655904293060303
569	-1.0999276638031006
570	-1.212850570678711
571	-1.2653732299804688
572	-1.2872956991195679
573	-1.2412325143814087
574	-1.2203494310379028
575	-1.1972436904907227
576	-1.2547261714935303
577	-1.2458561658859253
578	-1.1284829378128052
579	-1.2549912929534912
580	-1.2040786743164062
581	-1.0906533002853394
582	-1.0928223133087158
583	-1.2254855632781982
584	-1.161660075187683
585	-1.4111483097076416
586	-1.2657030820846558
587	-1.1997909545898438
588	-1.1569288969039917
589	-1.1121318340301514
590	-1.3427833318710327
591	-1.3257440328598022
592	-1.2147520780563354
593	-1.2343980073928833
594	-1.2490196228027344
595	-1.3007310628890991
596	-1.2769109010696411
597	-1.3261936902999878
598	-1.2222368717193604
599	-1.208221673965454
600	-1.3480737209320068
601	-1.176241397857666
602	-1.292551040649414
603	-1.3493809700012207
604	-1.3702436685562134
605	-1.3228636980056763
606	-1.3016020059585571
607	-1.2776250839233398
608	-1.3358827829360962
609	-1.3264291286468506
610	-1.2055413722991943
611	-1.3362395763397217
612	-1.2850338220596313
613	-1.165273904800415
614	-1.1684733629226685
615	-1.3041532039642334
616	-1.2382053136825562
617	-1.4970028400421143
618	-1.3467886447906494
619	-1.278857707977295
620	-1.233615517616272
621	-1.1863659620285034
622	-1.4251184463500977
623	-1.4077036380767822
624	-1.2940410375595093
625	-1.31450355052948
626	-1.3291993141174316
627	-1.383562445640564
628	-1.3584893941879272
629	-1.4095356464385986
630	-1.3004188537597656
631	-1.286271095275879
632	-1.4305565357208252
633	-1.2525547742843628
634	-1.372251033782959
635	-1.4333877563476562
636	-1.453190803527832
637	-1.404494047164917
638	-1.3828539848327637
639	-1.3580063581466675
640	-1.4170385599136353
641	-1.4070017337799072
642	-1.2825993299484253
643	-1.4174871444702148
644	-1.3659882545471191
645	-1.239893913269043
646	-1.244123935699463
647	-1.3828202486038208
648	-1.3147499561309814
649	-1.5828566551208496
650	-1.4278737306594849
651	-1.357923984527588
652	-1.3103015422821045
653	-1.2605996131896973
654	-1.5074530839920044
655	-1.4896622896194458
656	-1.3733291625976562
657	-1.3946080207824707
658	-1.4093782901763916
659	-1.466392993927002
660	-1.4400670528411865
661	-1.4928768873214722
662	-1.3786003589630127
663	-1.3643196821212769
664	-1.5130387544631958
665	-1.3288674354553223
666	-1.4519503116607666
667	-1.5173941850662231
668	-1.536137580871582
669	-1.48612380027771
670	-1.4641051292419434
671	-1.4383864402770996
672	-1.4981937408447266
673	-1.487573504447937
674	-1.359656572341919
675	-1.4987339973449707
676	-1.4469419717788696
677	-1.3145133256912231
678	-1.3197739124298096
679	-1.4614864587783813
680	-1.391294240951538
681	-1.668709635734558
682	-1.508958101272583
683	-1.4369895458221436
684	-1.3869869709014893
685	-1.3348325490951538
686	-1.5897871255874634
687	-1.5716203451156616
688	-1.452616810798645
689	-1.4747121334075928
690	-1.4895567893981934
691	-1.5492231845855713
692	-1.521644115447998
693	-1.576217532157898
694	-1.4567813873291016
695	-1.4423680305480957
696	-1.5955204963684082
697	-1.405179738998413
698	-1.5316494703292847
699	-1.6014000177383423
700	-1.6190837621688843
701	-1.5677531957626343
702	-1.545356035232544
703	-1.5187662839889526
704	-1.5793485641479492
705	-1.5681450366973877
706	-1.436713457107544
707	-1.5799806118011475
708	-1.527895212173462
709	-1.3891323804855347
710	-1.395423412322998
711	-1.5401525497436523
712	-1.467837929725647
713	-1.7545623779296875
714	-1.5900421142578125
715	-1.5160548686981201
716	-1.4636720418930054
717	-1.4090653657913208
718	-1.672120451927185
719	-1.6535781621932983
720	-1.5319042205810547
721	-1.5548160076141357
722	-1.569735050201416
723	-1.6320527791976929
724	-1.6032209396362305
725	-1.6595579385757446
726	-1.5349618196487427
727	-1.5204159021377563
728	-1.6780016422271729
729	-1.4814915657043457
730	-1.6113477945327759
731	-1.6854053735733032
732	-1.7020294666290283
733	-1.6493821144104004
734	-1.6266064643859863
735	-1.599145770072937
736	-1.6605029106140137
737	-1.6487162113189697
738	-1.5137698650360107
739	-1.6612268686294556
740	-1.6088480949401855
741	-1.463750958442688
742	-1.4710724353790283
743	-1.6188181638717651
744	-1.5443812608718872
745	-1.8404144048690796
746	-1.6711254119873047
747	-1.5951197147369385
748	-1.5403568744659424
749	-1.48329758644104
750	-1.7544536590576172
751	-1.7355356216430664
752	-1.611190915107727
753	-1.634919285774231
754	-1.6499123573303223
755	-1.7148817777633667
756	-1.684796929359436
757	-1.7428975105285645
758	-1.6131417751312256
759	-1.5984630584716797
760	-1.7604823112487793
761	-1.5578027963638306
762	-1.6910457611083984
763	-1.7694101333618164
764	-1.7849745750427246
765	-1.7310103178024292
766	-1.7078561782836914
767	-1.679524302482605
768	-1.7416565418243408
769	-1.7292861938476562
770	-1.5908254384994507
771	-1.7424720525741577
772	-1.6898000240325928
773	-1.538368821144104
774	-1.5467208623886108
775	-1.697482943534851
776	-1.6209238767623901
777	-1.9262657165527344
778	-1.7522079944610596
779	-1.6741832494735718
780	-1.6170403957366943
781	-1.5575289726257324
782	-1.8367856740951538
783	-1.8174917697906494
784	-1.690476655960083
785	-1.7150214910507202
786	-1.7300890684127808
787	-1.7977100610733032
788	-1.7663719654083252
789	-1.826236367225647
790	-1.6913208961486816
791	-1.6765096187591553
792	-1.8429620265960693
793	-1.6341135501861572
794	-1.7707428932189941
795	-1.8534141778945923
796	-1.8679189682006836
797	-1.8126378059387207
798	-1.7891050577163696
799	-1.7599023580551147
800	-1.8228096961975098
801	-1.8098559379577637
802	-1.667880654335022
803	-1.8237171173095703
804	-1.770751714706421
805	-1.612986445426941
806	-1.6223690509796143
807	-1.7761473655700684
808	-1.697466254234314
809	-2.0121169090270996
810	-1.8332905769348145
811	-1.7532471418380737
812	-1.6937243938446045
813	-1.631760597229004
814	-1.919118046760559
815	-1.8994483947753906
816	-1.7697627544403076
817	-1.7951241731643677
818	-1.8102660179138184
819	-1.8805382251739502
820	-1.8479478359222412
821	-1.9095754623413086
822	-1.7695006132125854
823	-1.754556655883789
824	-1.9254422187805176
825	-1.7104246616363525
826	-1.8504407405853271
827	-1.9374186992645264
828	-1.9508639574050903
829	-1.8942660093307495
830	-1.8703548908233643
831	-1.8402812480926514
832	-1.903963327407837
833	-1.8904266357421875
834	-1.7449367046356201
835	-1.9049625396728516
836	-1.8517037630081177
837	-1.6876046657562256
838	-1.6980175971984863
839	-1.854812502861023
840	-1.7740089893341064
841	-2.097968339920044
842	-1.9143733978271484
843	-1.8323113918304443
844	-1.7704083919525146
845	-1.7059922218322754
846	-2.001450300216675
847	-1.9814051389694214
848	-1.8490488529205322
849	-1.8752268552780151
850	-1.8904428482055664
851	-1.9633668661117554
852	-1.9295234680175781
853	-1.9929145574569702
854	-1.8476800918579102
855	-1.8326034545898438
856	-2.007922410964966
857	-1.7867354154586792
858	-1.930138111114502
859	-2.0214226245880127
860	-2.033808469772339
861	-1.9758936166763306
862	-1.9516040086746216
863	-1.9206595420837402
864	-1.985116720199585
865	-1.9709962606430054
866	-1.8219921588897705
867	-1.986207365989685
868	-1.9326554536819458
869	-1.762222409248352
870	-1.7736657857894897
871	-1.9334771633148193
872	-1.8505514860153198
873	-2.18381929397583
874	-1.9954559803009033
875	-1.9113751649856567
876	-1.8470923900604248
877	-1.7802238464355469
878	-2.083782196044922
879	-2.063361167907715
880	-1.9283345937728882
881	-1.9553290605545044
882	-1.9706193208694458
883	-2.0461947917938232
884	-2.0110981464385986
885	-2.0762529373168945
886	-1.9258588552474976
887	-1.9106495380401611
888	-2.0904018878936768
889	-1.8630458116531372
890	-2.0098350048065186
891	-2.1054258346557617
892	-2.1167521476745605
893	-2.057520627975464
894	-2.0328524112701416
895	-2.0010366439819336
896	-2.0662689208984375
897	-2.051565647125244
898	-1.8990466594696045
899	-2.0674514770507812
900	-2.013606071472168
901	-1.836839199066162
902	-1.8493129014968872
903	-2.012140989303589
904	-1.9270931482315063
905	-2.2696692943573
906	-2.0765373706817627
907	-1.9904378652572632
908	-1.92377507686615
909	-1.8544542789459229
910	-2.1661133766174316
911	-2.1453166007995605
912	-2.0076193809509277
913	-2.035430431365967
914	-2.050795078277588
915	-2.129021644592285
916	-2.092672824859619
917	-2.1595911979675293
918	-2.004037380218506
919	-1.9886953830718994
920	-2.1728806495666504
921	-1.939355731010437
922	-2.089531660079956
923	-2.18942928314209
924	-2.1996960639953613
925	-2.1391477584838867
926	-2.114100933074951
927	-2.0814144611358643
928	-2.1474215984344482
929	-2.1321346759796143
930	-1.976101279258728
931	-2.148695945739746
932	-2.094557285308838
933	-1.9114561080932617
934	-1.9249603748321533
935	-2.0908048152923584
936	-2.0036349296569824
937	-2.3555197715759277
938	-2.157618999481201
939	-2.0695009231567383
940	-2.000458002090454
941	-1.9286850690841675
942	-2.2484447956085205
943	-2.2272722721099854
944	-2.086904525756836
945	-2.1155319213867188
946	-2.1309707164764404
947	-2.2118492126464844
948	-2.1742470264434814
949	-2.242928981781006
950	-2.0822157859802246
951	-2.0667407512664795
952	-2.255359649658203
953	-2.0156655311584473
954	-2.1692278385162354
955	-2.2734320163726807
956	-2.2826390266418457
957	-2.2207741737365723
958	-2.1953489780426025
959	-2.1617913246154785
960	-2.2285735607147217
961	-2.212703227996826
962	-2.0531554222106934
963	-2.2299394607543945
964	-2.1755073070526123
965	-1.9860727787017822
966	-2.0006072521209717
967	-2.1694679260253906
968	-2.0801758766174316
969	-2.44136905670166
970	-2.2387001514434814
971	-2.1485631465911865
972	-2.0771403312683105
973	-2.002915143966675
974	-2.330775499343872
975	-2.3092269897460938
976	-2.1661887168884277
977	-2.1956324577331543
978	-2.211146354675293
979	-2.294675588607788
980	-2.2558209896087646
981	-2.326266288757324
982	-2.160393714904785
983	-2.1447861194610596
984	-2.3378381729125977
985	-2.0919747352600098
986	-2.2489237785339355
987	-2.3574345111846924
988	-2.3655824661254883
989	-2.3024003505706787
990	-2.2765965461730957
991	-2.2421679496765137
992	-2.309725046157837
993	-2.293271541595459
994	-2.130209445953369
995	-2.311182975769043
996	-2.256457567214966
997	-2.0606892108917236
998	-2.076253890991211
999	-2.248131513595581
1000	-2.156717300415039
1001	-2.52721905708313
1002	-2.3197810649871826
1003	-2.227625846862793
1004	-2.153822660446167
1005	-2.0771453380584717
1006	-2.4131062030792236
1007	-2.3911819458007812
1008	-2.2454731464385986
1009	-2.275733709335327
1010	-2.2913215160369873
1011	-2.377502202987671
1012	-2.3373947143554688
1013	-2.4096038341522217
1014	-2.2385716438293457
1015	-2.2228314876556396
1016	-2.420316457748413
1017	-2.1682844161987305
1018	-2.328619956970215
1019	-2.441437005996704
1020	-2.4485251903533936
1021	-2.384026527404785
1022	-2.357844352722168
1023	-2.322544813156128
1024	-2.3908770084381104
1025	-2.373840093612671
1026	-2.207263469696045
1027	-2.3924264907836914
1028	-2.3374075889587402
1029	-2.135305166244507
1030	-2.15190052986145
1031	-2.326794147491455
1032	-2.23325777053833
1033	-2.613068103790283
1034	-2.4008617401123047
1035	-2.306687593460083
1036	-2.2305045127868652
1037	-2.1513750553131104
1038	-2.495436429977417
1039	-2.4731364250183105
1040	-2.3247570991516113
1041	-2.3558340072631836
1042	-2.3714962005615234
1043	-2.4603283405303955
1044	-2.4189679622650146
1045	-2.4929401874542236
1046	-2.316749095916748
1047	-2.3008761405944824
1048	-2.5027945041656494
1049	-2.2445926666259766
1050	-2.4083151817321777
1051	-2.5254390239715576
1052	-2.5314674377441406
1053	-2.4656519889831543
1054	-2.439091205596924
1055	-2.402920722961426
1056	-2.4720280170440674
1057	-2.4544076919555664
1058	-2.2843165397644043
1059	-2.4736690521240234
1060	-2.4183568954467773
1061	-2.209920883178711
1062	-2.227546215057373
1063	-2.405456781387329
1064	-2.309798240661621
1065	-2.698916435241699
1066	-2.4819416999816895
1067	-2.385749101638794
1068	-2.3071861267089844
1069	-2.22560453414917
1070	-2.5777664184570312
1071	-2.55509090423584
1072	-2.404040813446045
1073	-2.435934066772461
1074	-2.4516706466674805
1075	-2.543154239654541
1076	-2.5005409717559814
1077	-2.576277017593384
1078	-2.3949263095855713
1079	-2.378920555114746
1080	-2.5852718353271484
1081	-2.32090163230896
1082	-2.4880104064941406
1083	-2.609440326690674
1084	-2.614409923553467
1085	-2.5472774505615234
1086	-2.5203380584716797
1087	-2.4832966327667236
1088	-2.5531787872314453
1089	-2.534975528717041
1090	-2.3613696098327637
1091	-2.5549118518829346
1092	-2.4993059635162354
1093	-2.284536600112915
1094	-2.303192377090454
1095	-2.484119176864624
1096	-2.386338472366333
1097	-2.7847652435302734
1098	-2.5630221366882324
1099	-2.464810609817505
1100	-2.3838679790496826
1101	-2.2998337745666504
1102	-2.6600959300994873
1103	-2.637044668197632
1104	-2.4833245277404785
1105	-2.516033887863159
1106	-2.5318448543548584
1107	-2.6259801387786865
1108	-2.582113742828369
1109	-2.6596131324768066
1110	-2.4731032848358154
1111	-2.4569644927978516
1112	-2.6677494049072266
1113	-2.397210121154785
1114	-2.5677053928375244
1115	-2.693441867828369
1116	-2.6973519325256348
1117	-2.6289021968841553
1118	-2.6015846729278564
1119	-2.5636723041534424
1120	-2.6343295574188232
1121	-2.6155428886413574
1122	-2.438422679901123
1123	-2.6361541748046875
1124	-2.5802550315856934
1125	-2.35915207862854
1126	-2.378838062286377
1127	-2.562781572341919
1128	-2.462878465652466
1129	-2.8706138134002686
1130	-2.644101619720459
1131	-2.5438716411590576
1132	-2.4605491161346436
1133	-2.374063014984131
1134	-2.7424256801605225
1135	-2.718998432159424
1136	-2.562607765197754
1137	-2.5961337089538574
1138	-2.6120193004608154
1139	-2.7088053226470947
1140	-2.663686513900757
1141	-2.7429494857788086
1142	-2.5512800216674805
1143	-2.535008668899536
1144	-2.7502267360687256
1145	-2.4735183715820312
1146	-2.647400379180908
1147	-2.7774431705474854
1148	-2.7802939414978027
1149	-2.7105276584625244
1150	-2.682831287384033
1151	-2.644047975540161
1152	-2.715480327606201
1153	-2.696110248565674
1154	-2.5154755115509033
1155	-2.7173964977264404
1156	-2.6612043380737305
1157	-2.433767318725586
1158	-2.4544837474823
1159	-2.6414437294006348
1160	-2.5394186973571777
1161	-2.9564621448516846
1162	-2.725181818008423
1163	-2.6229331493377686
1164	-2.5372307300567627
1165	-2.4482922554016113
1166	-2.8247551918029785
1167	-2.800952434539795
1168	-2.6418910026550293
1169	-2.6762335300445557
1170	-2.6921935081481934
1171	-2.791630744934082
1172	-2.7452590465545654
1173	-2.8262856006622314
1174	-2.6294567584991455
1175	-2.6130530834198
1176	-2.8327035903930664
